post_id,post_text,rationale_count,annotator_1_label,annotator_1_target,annotator_2_label,annotator_2_target,annotator_3_label,annotator_3_target,label
1178628245681512448_twitter,can my white kpop stanning friends pls stop fetishising asians it so ugly and yall be making people uncomfy,0,normal,,normal,,normal,,normal
16968379_gab,yes shiksa the democrats how about a sermon about how they are the real raycis and the chosenites are muh greatest ally or magic dirt makes n-word people,2,hatespeech,"African, Jewish",hatespeech,African,hatespeech,African,hatespeech
20058627_gab,white girls can not dance like ghetto whoes there fixed it,2,offensive,"Caucasian, Women",offensive,"African, Caucasian, Women",offensive,"African, Women",offensive
11794553_gab,gay moslem support group,0,normal,,normal,,hatespeech,"Islam, Homosexual",normal
15290095_gab,i am talking about my peers beside me they lookin at diamond covered bracelets and near naked women like in their underwear like please this school is just messed up it like an american public school,0,normal,,normal,,normal,Women,normal
12976797_gab,we need common sense n-word control,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
20867427_gab,i always hit my head in the back of those thi ngs hartford van dyke silent weapons for quiet wars is mandatory reading for oligarchs and us just as sheriff richard mack county sheriff americas last hope amazon,0,normal,,normal,,normal,,normal
22500099_gab,the koran says the only way a gay moslem can get to paradise is by killing infidels those infidels you kill will be your slaves in the afterlife so thankfully he preferred brown men as several survivors claimed to have slept with him,2,normal,,offensive,"Islam, Homosexual",offensive,Islam,offensive
20116325_gab,denver gives sanctuary to illegal drug traffickers courts allow illegal immigrants privileges to send in pleas for lesser crimes,0,offensive,Refugee,normal,,normal,Refugee,normal
16460038_gab,😁 i was permanently suspended for offering a new game in which you guess what celebrities had to do to get famous 😄 i guessed ashton kutcher took it balls deep apparently thats homophobic or fag shaming or some gay shit 😂 🤣 😂 😂,2,offensive,Homosexual,offensive,Homosexual,offensive,Homosexual,offensive
10155998_gab,twitter kept recommending the dyke to me as well i am pretty impressed by her makeup artist skills though,3,offensive,Homosexual,offensive,Homosexual,offensive,Homosexual,offensive
6699296_gab,why must n-word constantly be taken care of american n-word african n-word european n-word asian sand n-word jesus h fucking christ when is enough enough,2,hatespeech,"African, Arab, Asian",normal,,hatespeech,African,hatespeech
17122521_gab,my new years resolution manage to be even more of an asshole to n-word lovers and retards than i already am,2,offensive,African,offensive,African,offensive,African,offensive
25285915_gab,you cite a jew source as if jews having nothing to loose if they admit a deliberate attack on the uss liberty,2,offensive,Jewish,offensive,Jewish,offensive,Jewish,offensive
17519362_gab,mudshark n-word whore brainwashed to equate self death with morality by kikes,3,hatespeech,Jewish,hatespeech,"African, Caucasian, Women, Jewish",hatespeech,"African, Jewish",hatespeech
1160549203191275520_twitter,fuck off n-word,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
1178862298741563393_twitter,i go down on ah dyke i go up on my price,0,normal,Homosexual,offensive,Homosexual,normal,,normal
1179041911090188288_twitter,they do not tolerate mohajirs been crammed in the slums of karachi daily being told2go back2india there can be no nonmuslim refugees2pak bdesh every1 knows the same night mulla goons will dash in their homes lift up the women kill them law will ignore,0,offensive,Islam,normal,,normal,,normal
1178957467276976129_twitter,married women who drive always get past pretty ladies standing in the hot sun not knowing that their husbands pick them up,0,normal,,normal,,normal,,normal
14910457_gab,that judge just broke federal laws he gonna get swept up with the rest of the retarded trash in cali,2,offensive,,offensive,,offensive,,offensive
13061735_gab,microchip admits to being a kike so his antipathy to christianity is basically genetic,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
9354339_gab,fuck no jews never work for anybody they consider blacks to be the lowest form of human but you are and have always been the perfect ignorant pawn in their game blacks already hit their ath of qol only down hill from here good luck,2,offensive,"African, Jewish, Men, Women",hatespeech,Jewish,hatespeech,"African, Jewish",hatespeech
25499620_gab,and fish smell sweaty in the raghead and body bags,3,hatespeech,"Other, Arab",hatespeech,Islam,hatespeech,"Arab, Islam",hatespeech
1178980496572895232_twitter,ph government is a fucking circus change my mind,0,normal,,normal,,normal,,normal
25117494_gab,welcome one and all hope everyone is having a great weekend big job in the garden tomorrow getting it spick and span after the winter washout should be a nice day by all accounts got any plans brit fam,0,normal,,normal,,normal,,normal
5929022_gab,sadly this site has ended up as a boring white nationalist ghetto which means that gab is not going to ever take off bigly as much as liberal baloney bores the living crap out of me this place needs more ulp diversity of thought sorry,0,normal,Other,normal,,offensive,Other,normal
27670128_gab,how did these jews make such an accurate representation of the pro white movement it just like us,0,normal,"Caucasian, Jewish",offensive,Jewish,normal,Jewish,normal
9213338_gab,the little girl did not really know what was going on its pretty shocking because we can diagnose her future if she remains in that ghetto disease rape and degradation ending with the removal of her genetic lineage from the white gene pool and macron is calling for more of this traitors must be hung,2,offensive,,offensive,African,hatespeech,African,offensive
12182841_gab,worst mistake ever shouldve sliced off the balls of all africans killed them just like the arabs typical christ cuck pussies why the fuck would you endanger your white stable gene pool by allowing africans to breed jews subverted your cucked religion for a reason,2,hatespeech,African,hatespeech,"African, Arab, Women",hatespeech,"African, Arab, Jewish",hatespeech
27802700_gab,kikes like faggots because they make good pets just like the n-word the best kike pet is a n-word faggot,3,hatespeech,"African, Jewish, Homosexual",hatespeech,"Other, Minority, Other, African, Jewish, Homosexual",hatespeech,"African, Jewish, Homosexual",hatespeech
1179031114469404674_twitter,reporter interviewing people in minnesota yest minn is <percent> white and is not happy with loads of somali refugees coming in and causing deep trouble and the left taking down there mining etc they hate ilhan omar the entire state is now red go god,0,normal,,normal,,normal,,normal
12693672_gab,it outrageous twitter is always slapping my hand but i must ve hurt the feelings of ghetto trash lebron got suspended for telling the truth,2,offensive,African,offensive,African,offensive,African,offensive
20994284_gab,ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab 🐸 gtfo,3,hatespeech,Homosexual,offensive,Homosexual,hatespeech,"Jewish, Homosexual",hatespeech
10600429_gab,the government needs to keep inspecting the places that towel heads worship cause they are bad places and whats going on with the cop killer that shot the white un armed woman,2,offensive,Arab,offensive,"Arab, Islam",hatespeech,Arab,offensive
1179078852901036033_twitter,my roommate and i are debating whether his cat a lesbian,0,normal,,normal,,normal,,normal
10035104_gab,he said he was going to build a wetback wall keep erupting sand n-word out that was ample reason to grudgingly accept the things i did not agree with like his jew snuggling he was the vastly superior choice to all the cucks let alone to cankles,2,offensive,"Arab, Jewish, Other",hatespeech,"Arab, Hispanic, Jewish, Men",offensive,Other,offensive
27862515_gab,this is where corrupt gay boy obama was raised and goes back to on vacations,2,normal,Homosexual,offensive,Homosexual,offensive,Other,offensive
9247014_gab,ob die sand n-word sich mit dem schwert abschlachten oder mit bomben und mp wenn die grenzen dicht sind und keiner von denen in weiße länder kommen kann sehe ich es eher positiv es hilft gegen die überbevölkerung und sichert deutsche arbeitsplätze,2,hatespeech,Arab,hatespeech,Islam,hatespeech,Arab,hatespeech
9336967_gab,first wave feminists were largely thoughtful women advocating for voting rights legal financial rights access to opportunity subsequent feminist movements have been ridiculous by equating feminism with abortion sexuality etc burning ones bra never accomplished anything except sagging,2,offensive,Women,offensive,Women,normal,Women,offensive
20662895_gab,tell him that he ruined star wars by having that n-word on oh and hold your head up high,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
26439361_gab,illegal immigrants celebrating memorial day like it cinco de mayo,0,normal,Refugee,offensive,Refugee,hatespeech,Refugee,normal
6945226_gab,lol trump is helping isis retarded alt righters then trump goes and bombs the shit out of isis this is amazing how blown the fuck out the cucks are,2,offensive,,offensive,Other,hatespeech,Other,offensive
18418884_gab,it been nearly three weeks since a man described as a somali immigrant attacked evenson while she was walking home from work in uptown minneapolis slashing and stabbing her relentlessly while trying to drag her off of a public street,0,normal,"African, Refugee",normal,,normal,Refugee,normal
